pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
1,Chris Gayle ,9,RCB,409.5,12,8,80,57,44,2,44
2,Lasith Malinga ,6,MI,294.5,16,28,183,0,1,4,1
3,Paul Valthaty ,4,KXIP,282.5,14,7,43,56,20,2,20
4,Yusuf Pathan ,5,KKR,256.5,15,13,93,24,13,5,13
5,Shane Watson ,8,RR,246.0,11,6,78,31,17,4,17
6,Virat Kohli ,9,RCB,241.0,16,2,23,55,16,7,16
7,Ravichandran Ashwin ,1,CSK,237.0,16,20,157,0,0,4,0
8,Jacques Kallis ,5,KKR,237.0,15,7,54,46,6,9,6
9,Suresh Raina ,1,CSK,235.5,16,4,62,36,17,4,17
10,Munaf Patel ,6,MI,229.5,15,22,145,0,0,3,0
11,Yuvraj Singh     ,7,PWI,228.0,14,9,61,24,18,5,18
12,Amit Mishra     ,2,DEC,227.5,14,19,130,9,1,2,1
13,Harbhajan Singh ,6,MI,224.5,15,14,127,9,6,2,6
14,Irfan Pathan ,3,DC,223.5,14,11,124,12,6,4,6
15,Ravindra Jadeja     ,10,KTK,219.5,14,8,90,20,14,1,14
16,Shaun Marsh ,4,KXIP,215.0,14,0,0,52,20,6,20
17,Virender Sehwag ,3,DC,213.0,11,0,0,51,18,9,18
18,Albie Morkel ,1,CSK,212.5,15,15,102,8,8,4,8
19,Dan Christian     ,2,DEC,212.0,14,11,109,9,7,7,7
20,Rahul Sharma     ,7,PWI,211.0,14,16,128,1,2,7,2
21,Zaheer Khan ,9,RCB,205.0,15,14,141,2,0,4,0
22,Sreenath Arvind ,9,RCB,201.0,13,21,115,2,0,3,0
23,Iqbal Abdulla ,5,KKR,197.0,15,16,131,1,0,3,0
24,Adam Gilchrist ,4,KXIP,195.5,14,0,0,41,18,9,18
25,Sachin Tendulkar ,6,MI,195.0,16,0,0,67,5,4,5
26,Ryan Harris ,4,KXIP,194.5,13,16,111,3,0,8,0
27,Dale Steyn     ,2,DEC,193.0,12,14,134,3,0,1,0
28,RP Singh     ,10,KTK,188.0,14,13,135,0,0,3,0
29,Praveen Kumar ,4,KXIP,185.5,13,10,137,2,1,2,1
30,Kieron Pollard ,6,MI,184.0,16,10,73,12,6,10,6
31,Jesse Ryder     ,7,PWI,184.0,13,4,29,37,11,4,11
32,Doug Bollinger ,1,CSK,183.5,13,17,114,0,0,4,0
33,Morne Morkel ,3,DC,177.5,11,13,115,3,2,1,2
34,Johan Botha ,8,RR,177.5,10,7,81,20,2,6,2
35,Daniel Vettori ,9,RCB,177.0,13,12,119,1,1,4,1
36,Kumar Sangakkara     ,2,DEC,175.0,13,0,0,44,5,17,5
37,Michael Hussey ,1,CSK,171.0,14,0,0,53,6,7,6
38,Shane Warne ,8,RR,170.0,13,13,117,1,0,2,0
39,Piyush Chawla ,4,KXIP,168.5,12,16,93,2,2,3,2
40,Vinay Kumar     ,10,KTK,168.5,13,12,103,4,1,4,1
41,MS Dhoni ,1,CSK,168.0,16,0,0,25,23,5,23
42,Murali Vijay ,1,CSK,167.5,16,0,0,34,20,5,20
43,Ishant Sharma     ,2,DEC,167.0,12,11,121,0,0,3,0
44,Shikhar Dhawan     ,2,DEC,165.5,14,1,5,47,7,6,7
45,Ambati Rayudu ,6,MI,164.5,16,0,3,44,9,7,9
46,Brad Hodge     ,10,KTK,151.5,14,7,28,26,9,1,9
47,James Hopes ,3,DC,150.5,10,7,53,22,3,3,3
48,Brendon McCullum     ,10,KTK,148.5,13,0,0,35,16,2,16
49,Rohit Sharma ,6,MI,147.0,16,0,4,32,13,7,13
50,Robin Uthappa     ,7,PWI,140.0,14,0,0,27,10,12,10
51,Alfonso Thomas     ,7,PWI,139.5,11,11,96,0,0,2,0
52,Shadab Jakati ,1,CSK,137.5,15,10,80,0,0,9,0
53,Venugopal Rao ,3,DC,133.5,14,0,3,30,13,4,13
54,David Warner ,3,DC,133.5,13,0,0,34,11,4,11
55,Manoj Tiwary ,5,KKR,133.0,15,0,4,26,14,6,14
56,Brett Lee ,5,KKR,130.5,12,5,108,0,0,2,0
57,Subramaniam Badrinath ,1,CSK,129.0,16,0,0,38,9,1,9
58,Lakshmipathy Balaji ,5,KKR,129.0,14,10,89,0,0,2,0
59,Pragyan Ojha     ,2,DEC,126.0,10,10,86,0,0,2,0
60,Rahul Dravid ,8,RR,124.5,12,0,0,45,2,2,2
61,AB de Villiers ,9,RCB,124.0,16,0,0,21,14,7,14
62,Gautam Gambhir ,5,KKR,123.0,15,0,0,44,3,1,3
63,Dinesh Karthik ,4,KXIP,122.0,14,0,0,32,7,7,7
64,Shanthakumaran Sreesanth     ,10,KTK,121.0,9,7,94,0,0,1,0
65,Mahela Jayawardene     ,10,KTK,120.0,13,0,0,35,5,6,5
66,Wayne Parnell     ,7,PWI,117.5,8,9,75,2,1,1,1
67,Tillakaratne Dilshan ,9,RCB,115.0,10,1,16,33,3,1,3
68,JP Duminy     ,2,DEC,113.5,10,4,44,9,8,2,8
69,Abhimanyu Mithun ,9,RCB,113.0,12,5,67,3,1,7,1
70,Shakib Al Hasan ,5,KKR,107.5,7,11,59,4,0,0,0
71,Amit Singh ,8,RR,106.5,9,9,75,0,0,0,0
72,Ashok Menaria ,8,RR,104.5,13,2,30,10,10,3,10
73,Manish Pandey     ,7,PWI,103.5,10,0,0,28,6,5,6
74,Rajat Bhatia ,5,KKR,101.5,14,8,56,3,0,4,0
75,Siddharth Trivedi ,8,RR,101.0,12,10,66,0,0,0,0
76,Sunny Sohal     ,2,DEC,97.5,11,0,0,25,10,0,10
77,Parthiv Patel     ,10,KTK,92.0,14,0,0,25,2,8,2
78,Bhargav Bhatt ,4,KXIP,89.0,10,9,55,0,0,1,0
79,Suraj Randiv ,1,CSK,86.0,8,6,60,0,0,2,0
80,Naman Ojha ,3,DC,86.0,14,0,0,11,11,8,11
81,Shalabh Srivastava ,4,KXIP,82.0,6,8,49,0,0,2,0
82,Ajit Agarkar ,3,DC,76.5,7,8,46,1,0,0,0
83,Dwayne Bravo ,1,CSK,74.5,6,6,40,1,1,3,1
84,Ryan McLaren ,4,KXIP,73.5,6,5,30,7,1,2,1
85,Shaun Tait ,8,RR,73.0,4,6,42,1,0,3,0
86,Bharat Chipli     ,2,DEC,70.0,14,0,1,21,4,1,4
87,Dwaraka Ravi Teja     ,2,DEC,70.0,12,0,1,17,4,5,4
88,Aiden Blizzard ,6,MI,69.5,6,0,0,21,2,4,2
89,Ali Murtaza ,6,MI,69.0,5,3,56,0,0,1,0
90,Raiphi Gomez     ,10,KTK,66.5,11,5,33,4,1,1,1
91,Jaydev Unadkat ,5,KKR,66.0,7,6,40,0,0,2,0
92,Mitchell Marsh     ,7,PWI,65.0,5,7,25,2,3,0,3
93,Saurabh Tiwary ,9,RCB,62.5,16,0,0,13,5,5,5
94,Dhawal Kulkarni ,6,MI,62.0,6,5,42,0,0,1,0
95,Ross Taylor ,8,RR,62.0,12,0,0,11,7,4,7
96,James Franklin ,6,MI,61.5,8,3,14,10,2,2,2
97,Mayank Agarwal ,9,RCB,61.5,8,0,0,16,4,3,4
98,Roelof van der Merwe ,3,DC,61.0,4,5,36,1,0,2,0
99,Eoin Morgan ,5,KKR,60.5,12,0,0,17,3,3,3
100,Shrikant Wagh     ,7,PWI,59.5,7,4,43,0,0,1,0
101,Andrew Symonds ,6,MI,59.0,11,1,10,9,3,5,3
102,Ashok Dinda ,3,DC,58.5,6,5,41,0,0,0,0
103,Tim Southee ,1,CSK,57.0,5,4,43,0,0,0,0
104,Mithun Manhas     ,7,PWI,56.5,10,0,15,8,4,3,4
105,Muttiah Muralitharan     ,10,KTK,55.5,5,2,46,0,0,1,0
106,P Parameswaran     ,10,KTK,55.0,5,4,41,0,0,0,0
107,Syed Mohammad ,9,RCB,54.0,5,5,29,2,0,1,0
108,Shahbaz Nadeem ,3,DC,51.0,5,4,37,0,0,0,0
109,Umesh Yadav ,3,DC,50.5,7,2,36,0,0,3,0
110,Abhishek Nayar ,4,KXIP,49.5,10,2,15,9,0,2,0
111,Davy Jacobs ,6,MI,49.0,6,0,0,10,4,2,4
112,Murali Kartik     ,7,PWI,48.5,6,1,40,1,0,1,0
113,Charl Langeveldt ,9,RCB,48.0,3,5,27,0,1,0,1
114,Yogesh Nagar ,3,DC,47.0,11,1,5,6,6,1,6
115,Bipul Sharma ,4,KXIP,46.0,4,4,27,1,0,1,0
116,Srikkanth Anirudha ,1,CSK,45.5,9,0,0,6,3,8,3
117,JJ van der Wath ,9,RCB,45.5,3,3,29,1,1,0,1
118,Ryan ten Doeschate ,5,KKR,45.0,6,0,0,9,5,2,5
119,Bhuvneshwar Kumar     ,7,PWI,43.5,4,3,28,0,0,2,0
120,Tirumalasetti Suman ,6,MI,42.0,8,0,7,5,5,2,5
121,Thisara Perera     ,10,KTK,41.0,4,2,24,4,0,0,0
122,David Hussey ,4,KXIP,40.5,8,1,4,3,3,6,3
123,Ajinkya Rahane ,8,RR,39.5,10,0,0,12,2,1,2
124,Varun Aaron ,3,DC,38.0,4,2,31,0,0,0,0
125,Abhishek Raut ,8,RR,36.5,7,0,8,5,1,5,1
126,Aaron Finch ,3,DC,33.0,6,0,5,3,3,4,3
127,Asad Pathan ,9,RCB,31.5,6,0,7,5,2,2,2
128,Manpreet Gony     ,2,DEC,31.0,3,4,17,0,0,0,0
129,Anand Rajan     ,2,DEC,30.5,2,3,15,0,0,2,0
130,Aavishkar Salvi ,3,DC,30.0,2,3,17,0,0,1,0
131,Travis Birt ,3,DC,29.5,5,0,0,9,2,0,2
132,Luke Pomersbach ,9,RCB,29.5,5,0,0,4,2,5,2
133,Ramesh Powar     ,10,KTK,29.0,5,2,22,0,0,0,0
134,Harmeet Singh Bansal     ,2,DEC,27.5,2,3,17,0,0,0,0
135,Manvinder Bisla ,5,KKR,27.5,5,0,0,8,0,1,0
136,Mohammad Kaif ,9,RCB,27.5,8,0,0,5,0,6,0
137,Cameron White     ,2,DEC,27.0,6,0,0,6,2,2,2
138,Shreevats Goswami ,5,KKR,25.0,5,0,0,5,0,4,0
139,Amit Paunikar ,8,RR,25.0,4,0,0,9,0,1,0
140,Wriddhiman Saha ,1,CSK,24.0,7,0,0,2,4,2,4
141,Michael Klinger     ,10,KTK,22.5,4,0,0,9,0,0,0
142,Sunny Singh ,4,KXIP,21.0,6,0,0,6,1,1,1
143,Ryan Ninan ,9,RCB,21.0,2,3,8,0,0,1,0
144,Dirk Nannes ,9,RCB,20.5,2,2,11,0,0,1,0
145,Dishant Yagnik ,8,RR,20.0,7,0,0,1,0,3,0
146,Mohnish Mishra     ,7,PWI,19.5,6,0,0,5,2,0,2
147,Ankeet Chavan ,8,RR,19.5,2,0,17,0,0,1,0
148,Callum Ferguson     ,7,PWI,17.5,5,0,0,6,0,1,0
149,Graeme Smith     ,7,PWI,17.5,4,0,0,6,0,1,0
150,Rajagopal Sathish ,6,MI,17.0,9,0,7,1,0,3,0
151,Sourav Ganguly     ,7,PWI,17.0,4,0,0,3,2,1,2
152,Mandeep Singh ,4,KXIP,16.0,6,0,0,4,1,1,1
153,Abhishek Jhunjhunwala     ,7,PWI,16.0,3,0,1,2,0,4,0
154,Nathan McCullum     ,7,PWI,16.0,2,0,10,0,1,1,1
155,Y Gnaneswara Rao     ,10,KTK,15.5,2,0,3,3,0,2,0
156,Stuart Binny ,8,RR,14.5,6,0,1,2,1,2,1
157,VVS Laxman     ,10,KTK,14.5,3,0,0,3,2,0,2
158,Owais Shah     ,10,KTK,14.5,3,0,0,1,2,2,2
159,Nayan Doshi ,8,RR,13.5,3,1,10,0,0,0,0
160,Cheteshwar Pujara ,9,RCB,12.5,7,0,0,4,0,1,0
161,Nuwan Kulasekara ,1,CSK,10.5,1,1,7,0,0,0,0
162,Sarabjit Ladda ,5,KKR,10.5,2,0,8,0,0,1,0
163,James Faulkner     ,7,PWI,10.5,1,1,7,0,0,0,0
164,Pankaj Singh ,8,RR,10.5,1,0,3,0,0,3,0
165,Ishank Jaggi     ,2,DEC,10.0,2,0,0,3,0,1,0
166,Nathan Rimmington ,4,KXIP,9.0,1,0,9,0,0,0,0
167,Brad Haddin ,5,KKR,8.5,1,0,0,2,1,0,1
168,SS Mundhe     ,7,PWI,7.5,1,1,4,0,0,0,0
169,Faiz Fazal ,8,RR,7.5,2,0,0,3,0,0,0
170,Arun Karthik ,9,RCB,7.5,3,0,0,1,0,2,0
171,Balachandra Akhil     ,10,KTK,7.5,1,0,4,0,1,0,1
172,Kedar Jadhav     ,10,KTK,7.5,6,0,0,1,0,2,0
173,Sachin Rana     ,7,PWI,7.0,2,0,2,2,0,0,0
174,Scott Styris ,1,CSK,6.0,2,0,1,1,0,1,0
175,Jacob Oram ,8,RR,5.5,2,1,2,0,0,0,0
176,Joginder Sharma ,1,CSK,5.0,1,0,5,0,0,0,0
177,Colin Ingram ,3,DC,5.0,3,0,0,2,0,0,0
178,Andrew McDonald ,3,DC,5.0,1,0,5,0,0,0,0
179,Laxmi Ratan Shukla ,5,KKR,5.0,1,0,0,2,0,0,0
180,Harpreet Singh     ,7,PWI,5.0,2,0,0,0,0,2,0
181,Kamran Khan     ,7,PWI,5.0,1,0,5,0,0,0,0
182,Pinal Shah ,8,RR,5.0,2,0,0,1,0,0,0
183,Love Ablish ,4,KXIP,3.0,1,0,3,0,0,0,0
184,Vikramjeet Malik ,4,KXIP,3.0,1,0,3,0,0,0,0
185,P Prasanth     ,10,KTK,3.0,1,0,3,0,0,0,0
186,Kedar Devdhar     ,2,DEC,2.5,1,0,0,0,0,0,0
187,Michael Lumb     ,2,DEC,2.5,1,0,0,0,0,1,0
188,I Malhotra     ,2,DEC,2.5,1,0,0,1,0,0,0
189,Siddharth Chitnis ,4,KXIP,2.5,1,0,0,1,0,0,0
190,Mark Boucher ,5,KKR,2.5,4,0,0,0,0,1,0
191,SA Asnodkar ,8,RR,2.5,1,0,0,1,0,0,0
192,Abrar Kazi ,9,RCB,2.0,1,0,2,0,0,0,0
193,Unmukt Chand ,3,DC,0.0,2,0,0,0,0,0,0
194,S Sriram ,3,DC,0.0,1,0,0,0,0,0,0
195,Matthew Wade ,3,DC,0.0,3,0,0,0,0,0,0
196,Tim Paine     ,7,PWI,0.0,2,0,0,0,0,0,0
